nome	data	materiale	locus	description	url	gulpease	flesch_reading_ease	description_lemmatized	count_FO_description
manipolo (elemento d'insieme)	1550-1599	seta/ damasco seta/ laminata/ in oro lino/ tela filo d'oro/ tessitura a telaio seta/ gros de Tours	Bognanco (VB)	Il manipolo è confezionato in damasco di seta viola, è rifinito con galloni moderni coordinati in filo d'oro tessuto con un motivo a zig zag. Al centro del troncone e sulle alette sono applicate croci in gros de Tours laminato e filo dorato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103106-2	56.9	67.67	il manipolo essere confezionare in damasco di seta viola , essere rifinire con gallono moderno coordinare in filo di oro tessuto con uno motivo a zig zag . a il centro di il troncone e su il aletta essere applicare croce in gros de Tours laminato e filo dorato	16
dalmatica (serie)	1625-1649	lino/ tela filo dorato/ lavorazione a telaio seta/ damasco	Bognanco (VB)	La dalmatica è confezionata in damasco di seta a fondo rosso con disegno color perla; è rifinita con galloni coordinati in filo d'oro tessuto con un motivo a losanghe. Alla dalmatica soni abbinati dei cordoncini in oro terminanti con nappine	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103108-1	53.5	57.5	il dalmatico essere confezionare in damasco di seta a fondo rosso con disegno color perlare ; essere rifinire con gallono coordinare in filo di oro tessuto con uno motivo a losanga . a il dalmatico Soni abbinare di il cordoncino in oro terminanti con nappina	14
manipolo (serie)	1625-1649	filo dorato/ lavorazione a telaio seta/ damasco lino/ tela	Bognanco (VB)	IL manipolo è confezionato in damasco di seta a fondo rosso con disegno color perla; è rifinito con galloni coordinati in filo d'oro tessuto con un motivo a losanghe. Al centro delle alette sono presenti croci realizzate tramite l'applicazione del gallone più alto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103108-3	51.3	56.51	il manipolo essere confezionare in damasco di seta a fondo rosso con disegno color perlare ; essere rifinire con gallono coordinare in filo di oro tessuto con uno motivo a losanga . a il centro di il aletta essere presente croce realizzare tramite il applicazione di il gallone più alto	20
pianeta (elemento d'insieme)	1650-1699	seta/ raso filo dorato/ lavorazione a telaio seta/ broccata lino/ tela	Bognanco (VB)	La pianeta è confezionata in raso di seta a fondo rosa con disegno color perla, rosa scuro, viola, verde; è rifinita con galloni coordinati in filo d'oro tessuto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103109-1	51.9	54.18	il pianeta essere confezionare in raso di seta a fondo rosa con disegno color perlare , rosa scuro , viola , verde ; essere rifinire con gallono coordinare in filo di oro tessuto	14
pianeta (elemento d'insieme)	1700-1749	filo dorato/ lavorazione a telaio lino/ tela/ impressione	Bognanco (VB)	La pianeta è confezionata in tela di lino impressa di colore nero. E'rifinita con galloni coordinati in filo d'oro tessuto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103111-1	67.5	66.0	il pianeta essere confezionare in tela di lino impressa di colore nero . e' rifinire con gallono coordinare in filo di oro tessuto	11
stola (elemento d'insieme)	1700-1749	filo dorato/ lavorazione a telaio lino/ tela/ impressione	Bognanco (VB)	La stola è confezionata in tela di lino impressa di colore nero. E'rifinita con galloni coordinati in filo d'oro tessuto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103111-2	68.5	69.0	il stola essere confezionare in tela di lino impressa di colore nero . e' rifinire con gallono coordinare in filo di oro tessuto	10
decorazione a ricamo (elemento d'insieme)	1650-1699	seta/ tessuto/ ricamo ad applicazione seta/ ricamo in seta seta/ pittura	Bognanco (VB)	La decorazione rappresenta due angioletti in volo che sorreggono un ostensorio con base decorata da rilievi e teca raggiata. I puttini sono in seta dipinta, l'ostensorio ricamato in oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103112-1	55.6	61.59	il decorazione rappresentare due angioletto in volo che sorreggono uno ostensorio con base decorare da rilievo e teca raggiato . il puttino essere in seta dipinto , il ostensorio ricamare in oro	14
puntale di stendardo (serie)	1650-1699	legno/ intaglio/ doratura	Bognanco (VB)	Il puntale, di forma circolare, è intagliato con grandi petali lungo il bordo ed una decorazione a graticcio al centro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103112-3	54.5	68.0	il puntale , di forma circolare , essere intagliare con grande petale lungo il bordo e uno decorazione a graticcio a il centro	13
stola (elemento d'insieme)	1650-1699	seta/ raso seta/ liseré lino/ tela filo dorato/ lavorazione a telaio	Bognanco (VB)	La stola è confezionata in damasco di seta a fondo rosa operato in seta nei toni del color perla, giallo, verde, viola; le alette sono rifinite da una bordura con frange in oro. Al centro delle alette sono applicate croci realizzate con il gallone più alto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103117-2	56.2	73.64	il stola essere confezionare in damasco di seta a fondo rosa operare in seta in il tono di il color perlare , giallo , verde , violare ; il aletta essere rifinire da uno bordura con frangia in oro . a il centro di il aletta essere applicare croce realizzare con il gallone più alto	21
pianeta (elemento d'insieme)	1650-1674	seta/ broccata in seta lino/ tela filo d'oro/ tessitura a telaio seta/ raso	Bognanco (VB)	La pianeta è confezionata in raso di seta a fondo perla broccato in seta gialla, rosa e verde; è rifinita con galloni coordinati tessuti in filo dorato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103118-1	53.8	55.24	il pianeta essere confezionare in raso di seta a fondo perlare broccare in seta giallo , rosa e verde ; essere rifinire con gallono coordinato tessuto in filo dorato	14
manipolo (elemento d'insieme)	1650-1674	seta/ raso seta/ ricamo ad applicazione seta/ broccata in seta lino/ tela filo d'oro/ tessitura a telaio	Bognanco (VB)	Il manipolo è confezionato in raso di seta a fondo perla broccato in seta gialla, rosa e verde; le alette sono rifinite da una bordura con frange in filo dorato. Al centro delle alette è applicata una croce a ricamo in filo d'oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103118-3	59.5	74.63	il manipolo essere confezionare in raso di seta a fondo perlare broccare in seta giallo , rosa e verde ; il aletta essere rifinire da uno bordura con frangia in filo dorato . a il centro di il aletta essere applicare uno croce a ricamo in filo di oro	18
stola (elemento d'insieme)	1590-1610 1600-1624	filo dorato seta/ damasco lino/ tela	Bannio Anzino (VB)	Fondo e disegno in rosso per entrambe i damaschi	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103126-2	77.9	91.96	fondo e disegno in rosso per entrambi il damasco	8
pianeta (elemento d'insieme)	1750-1774	lino/ tela lana/ tela/ pelo strisciante filo di seta	Bannio Anzino (VB)	Fondo avorio, opera rosa, verde, blu. Fondo in tela di lana a pelo strisciante	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103127-1	85.4	100.74	fondo avorio , opera rosa , verde , blu . fondo in tela di lana a pelo strisciante	8
pianeta (elemento d'insieme)	1550-1599	seta/ damasco lino/ tela filo dorato	Ornavasso (VB)	Nella colonna, in basso immagine di Santa Marta eseguita a ricamo in applicazione	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103135-1	59.0	61.62	in il colonna , in basso immagine di Santa Marta eseguire a ricamo in applicazione	8
borsa (elemento d'insieme)	1550-1599	filo dorato seta/ damasco lino/ tela	Ornavasso (VB)	Fondo e disegno color perla	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103135-3	103.0	90.5	fondo e disegno color perlare	3
stola (elemento d'insieme)	1640-1660	filo dorato seta/ gros de Tours/ ricamo seta/ taffetas seta/ raso	Ornavasso (VB)	Fondo color perla-oro; disegno color rosso-oro. Ricamo d'applicazione in raso	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103136-2	81.0	54.5	fondo color perlare - oro ; disegno color rosso - oro . ricamo di applicazione in raso	6
manipolo (elemento d'insieme)	1640-1660	seta/ raso filo dorato seta/ gros de Tours/ ricamo seta/ taffetas	Ornavasso (VB)	Fondo color perla-oro; disegno color rosso-oro. Ricamo d'applicazione in raso	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103136-3	81.0	54.5	fondo color perlare - oro ; disegno color rosso - oro . ricamo di applicazione in raso	6
borsa (elemento d'insieme)	1640-1660	seta/ taffetas seta/ raso filo dorato seta/ gros de Tours/ ricamo	Ornavasso (VB)	Fondo color perla-oro; disegno color rosso-oro. Ricamo d'applicazione in raso	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103136-4	81.0	54.5	fondo color perlare - oro ; disegno color rosso - oro . ricamo di applicazione in raso	6
manipolo (elemento d'insieme)	1650-1699	filo dorato seta/ raso/ liseré lino/ tela	Ornavasso (VB)	Fondo color verde, opera color perla e rosa	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103137-2	81.5	94.1	fondo color verde , opera color perlare e rosa	5
pianeta (elemento d'insieme)	1675-1699	lino/ tela filo dorato seta/ taffetas/ broccatura	Ornavasso (VB)	Fondo color perla, broccature rosa, verde, azzurro, blu	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103139-1	66.5	71.6	fondo color perlare , broccature rosa , verde , azzurro , blu	5
pianeta (elemento d'insieme)	1750-1799	filo dorato seta/ raso/ ricamo filo di seta	Ornavasso (VB)	Fondo perla, ricamo in sete policrome ed oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103140-1	80.3	86.6	fondo perlare , ricare in sete policrome e oro	4
stola (elemento d'insieme)	1750-1799	seta/ raso/ ricamo filo di seta filo dorato	Ornavasso (VB)	Fondo perla, ricamo in sete policrome ed oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103140-2	80.3	86.6	fondo perlare , ricare in sete policrome e oro	4
decorazione a ricamo (elemento d'insieme)	1625-1649	seta/ tessuto/ ricamo ad applicazione/ pittura	Ornavasso (VB)	Soggetti sacri. Personaggi: Santa Marta. Attributi: (Santa Marta) aspersorio; secchiello per aspersorio; drago. Oggetti: croce	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103148-2	54.3	55.27	soggetto sacro . personaggio : Santa Marta . attributo : ( santa Marta ) aspersorio ; secchiello per aspersorio ; drago . oggetto : croce	4
piviale (elemento d'insieme)	1725-1749	lino/ tela filo dorato seta/ cannellato/ broccatura	Quarna Sotto (VB)	Fondo color perla, disegno oro, giallo, rosa, viola, verde, azzurro, blu	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103174-1	59.9	82.7	fondo color perlare , disegno oro , giallo , rosa , viola , verde , azzurro , blu	8
tunicella (elemento d'insieme)	1725-1749	filo dorato seta/ cannellato/ broccatura lino/ tela	Quarna Sotto (VB)	Fondo color perla, disegno oro, giallo, rosa, viola, verde, azzurro, blu	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103174-2	59.9	82.7	fondo color perlare , disegno oro , giallo , rosa , viola , verde , azzurro , blu	8
velo omerale (elemento d'insieme)	1725-1749	lino/ tela filo dorato seta/ cannellato/ broccatura	Quarna Sotto (VB)	Fondo color perla, disegno oro, giallo, rosa, viola, verde, azzurro, blu	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103174-4	59.9	82.7	fondo color perlare , disegno oro , giallo , rosa , viola , verde , azzurro , blu	8
stola (elemento d'insieme)	1725-1749	filo dorato seta/ cannellato/ broccatura lino/ tela	Quarna Sotto (VB)	Fondo color perla, disegno oro, giallo, rosa, viola, verde, azzurro, blu	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103174-5	59.9	82.7	fondo color perlare , disegno oro , giallo , rosa , viola , verde , azzurro , blu	8
velo di calice (elemento d'insieme)	1725-1749	lino/ tela filo dorato seta/ cannellato/ broccatura	Quarna Sotto (VB)	Fondo color perla, disegno oro, giallo, rosa, viola, verde, azzurro, blu	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103174-7	59.9	82.7	fondo color perlare , disegno oro , giallo , rosa , viola , verde , azzurro , blu	8
borsa (elemento d'insieme)	1725-1749	filo dorato seta/ cannellato/ broccatura lino/ tela	Quarna Sotto (VB)	Fondo color perla, disegno oro, giallo, rosa, viola, verde, azzurro, blu	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103174-8	59.9	82.7	fondo color perlare , disegno oro , giallo , rosa , viola , verde , azzurro , blu	8
tunicella (elemento d'insieme)	1600-1699	seta/ lampasso lino/ tela filo dorato	Varzo (VB)	Fondo color rosso, disegno oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103208-2	97.0	90.5	fondo color rosso , disegno oro	4
pianeta (elemento d'insieme)	1600-1699	seta/ lampasso lino/ tela filo dorato	Varzo (VB)	Fondo color rosso, disegno oro	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103208-3	97.0	90.5	fondo color rosso , disegno oro	4
manipolo (elemento d'insieme)	1600-1699	seta/ lampasso lino/ tela filo dorato	Varzo (VB)	Croci in canutiglia dorata	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103208-4	106.5	61.8	croce in canutiglia dorato	1
borsa (elemento d'insieme)	1600-1699	seta/ lampasso lino/ tela filo dorato	Varzo (VB)	Croce in canutiglia dorata	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100103208-5	106.5	61.8	croce in canutiglia dorato	1
